Description,Revenue,Revenue_Percentage,Cumulative_Percentage,ABC_Category
METAL SIGN DROP YOUR PANTS,3192.56,0.0003582546760072349,0.7594248566845303,A - High Value
SET OF 4 KNICK KNACK TINS POPPIES,3188.05,0.00035774858415969167,0.75978260526869,A - High Value
BLUE POLKADOT BOWL,3179.9,0.0003568340279385215,0.7601394392966285,A - High Value
FELTCRAFT GIRL NICOLE KIT,3174.7400000000002,0.0003562549960242592,0.7604956942926527,A - High Value
PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,3169.87,0.0003557085066013023,0.760851402799254,A - High Value
ROLL WRAP VINTAGE SPOT ,3165.65,0.0003552349572450645,0.7612066377564991,A - High Value
WOODEN STAR CHRISTMAS SCANDINAVIAN,3165.22,0.00035518670458554264,0.7615618244610847,A - High Value
WOODLAND MINI BACKPACK,3150.2000000000003,0.00035350122796689535,0.7619153256890515,A - High Value
PACK OF 12 COLOURED PENCILS,3130.8399999999997,0.000351328736133539,0.762266654425185,A - High Value
SPACEBOY BIRTHDAY CARD,3130.22,0.00035125916253143767,0.7626179135877165,A - High Value
FRENCH ENAMEL CANDLEHOLDER,3104.32,0.00034835278141140006,0.7629662663691279,A - High Value
WATERING CAN PINK BUNNY,3100.58,0.00034793309548904715,0.763314199464617,A - High Value
SET OF 60 VINTAGE LEAF CAKE CASES ,3098.21,0.0003476671447842406,0.7636618666094013,A - High Value
"TRAY, BREAKFAST IN BED",3089.85,0.00034672902331074585,0.7640085956327121,A - High Value
6 GIFT TAGS VINTAGE CHRISTMAS ,3076.2899999999995,0.00034520738130349826,0.7643538030140156,A - High Value
MINT DINER WALL CLOCK,3051.5,0.0003424255593743194,0.7646962285733899,A - High Value
20 DOLLY PEGS RETROSPOT,3048.2,0.00034205524826636094,0.7650382838216563,A - High Value
COFFEE MUG DOG + BALL DESIGN,3047.3399999999997,0.00034195874294731723,0.7653802425646036,A - High Value
CLASSIC CAFE SUGAR DISPENSER,3038.35,0.00034094992571684856,0.7657211924903204,A - High Value
BABUSHKA LIGHTS STRING OF 10,3032.39,0.0003402811214127781,0.7660614736117333,A - High Value
GREEN 3 PIECE POLKADOT CUTLERY SET,3019.23,0.0003388043656004347,0.7664002779773337,A - High Value
16 PIECE CUTLERY SET PANTRY DESIGN,3018.2999999999997,0.00033870000519728276,0.766738977982531,A - High Value
BATHROOM METAL SIGN,3018.05,0.00033867195132546775,0.7670776499338564,A - High Value
CABIN BAG VINTAGE RETROSPOT,3012.4,0.00033803793382244793,0.7674156878676789,A - High Value
PINK  POLKADOT PLATE ,3010.71,0.0003378482896489783,0.7677535361573279,A - High Value
SET OF SALT AND PEPPER TOADSTOOLS,3007.85,0.0003375273533554143,0.7680910635106833,A - High Value
ALPHABET STENCIL CRAFT,3005.44,0.00033725691403111737,0.7684283204247144,A - High Value
DOORMAT CHRISTMAS VILLAGE,2991.7,0.000335715073236163,0.7687640354979506,A - High Value
WRAP ENGLISH ROSE ,2990.92,0.00033562754515610013,0.7690996630431067,A - High Value
LARGE DECO JEWELLERY STAND,2990.3,0.00033555797155399887,0.7694352210146608,A - High Value
FINE WICKER HEART ,2984.52,0.0003349093660376352,0.7697701303806984,A - High Value
SPACEBOY BEAKER,2975.75,0.00033392523621436377,0.7701040556169128,A - High Value
VICTORIAN  METAL POSTCARD SPRING,2975.24,0.0003338680063158611,0.7704379236232286,A - High Value
SET OF 4 KNICK KNACK TINS LEAF,2975.0,0.00033384107459891865,0.7707717646978275,A - High Value
RED BABY BUNTING ,2969.65,0.0003332407217420769,0.7711050054195696,A - High Value
WHITE WICKER STAR ,2963.1000000000004,0.000332505710300523,0.7714375111298701,A - High Value
RETROSPOT LAMP,2962.6499999999996,0.0003324552133312559,0.7717699663432014,A - High Value
GLASS APOTHECARY BOTTLE ELIXIR,2959.6800000000003,0.00033212193333409333,0.7721020882765355,A - High Value
IVORY HANGING DECORATION  HEART,2957.64,0.00033189301374008263,0.7724339812902755,A - High Value
JAM JAR WITH PINK LID,2952.5699999999997,0.0003313240812196737,0.7727653053714952,A - High Value
SWEETHEART BIRD HOUSE,2950.05,0.0003310412981917782,0.773096346669687,A - High Value
SET OF 36 PAISLEY FLOWER DOILIES,2942.5099999999998,0.0003301951934178367,0.7734265418631048,A - High Value
DOILEY STORAGE TIN,2934.98,0.00032935021079876783,0.7737558920739035,A - High Value
COLOURING PENCILS BROWN TUBE,2930.3,0.0003288250423183904,0.7740847171162218,A - High Value
POTTING SHED TEA MUG,2926.98,0.0003284524869006867,0.7744131696031226,A - High Value
OFFICE MUG WARMER BLACK+SILVER ,2925.5,0.0003282864079795417,0.7747414560111021,A - High Value
RED GINGHAM ROSE JEWELLERY BOX,2925.0,0.00032823030023591165,0.775069686311338,A - High Value
BOYS VINTAGE TIN SEASIDE BUCKET,2921.72,0.00032786223343769837,0.7753975485447757,A - High Value
FOUR HOOK  WHITE LOVEBIRDS,2917.4700000000003,0.0003273853176168428,0.7757249338623926,A - High Value
3 HOOK HANGER MAGIC GARDEN,2915.5499999999997,0.0003271698638813033,0.7760521037262739,A - High Value
VINTAGE  2 METER FOLDING RULER,2904.1199999999994,0.00032588724086191984,0.7763779909671358,A - High Value
TREASURE TIN BUFFALO BILL ,2898.56,0.0003252633227527535,0.7767032542898885,A - High Value
CHRISTMAS PUDDING TRINKET POT ,2892.02,0.00032452943346607217,0.7770277837233546,A - High Value
DRAWER KNOB CERAMIC IVORY,2889.49,0.000324245528283304,0.7773520292516378,A - High Value
HOME SWEET HOME CUSHION COVER ,2883.75,0.00032360141138643086,0.7776756306630243,A - High Value
GLASS  BEURRE DISH,2874.07,0.0003225151654697527,0.777998145828494,A - High Value
EMBOSSED GLASS TEALIGHT HOLDER,2871.84,0.00032226492493316256,0.7783204107534272,A - High Value
PACK 3 BOXES CHRISTMAS PANNETONE,2869.1,0.00032195745449806976,0.7786423682079252,A - High Value
DINOSAUR LUNCH BOX WITH CUTLERY,2868.7799999999997,0.0003219215455421465,0.7789642897534673,A - High Value
DOLLY GIRL MINI BACKPACK,2855.55,0.0003204369346456949,0.779284726688113,A - High Value
LARGE HEART MEASURING SPOONS,2841.87,0.00031890182677997615,0.779603628514893,A - High Value
HANGING METAL STAR LANTERN,2839.6299999999997,0.0003186504640885134,0.7799222789789815,A - High Value
TOILET SIGN OCCUPIED OR VACANT,2837.5699999999997,0.0003184193001847575,0.7802406982791662,A - High Value
RETRO COFFEE MUGS ASSORTED,2835.08,0.00031813988362147975,0.7805588381627877,A - High Value
DOORMAT VINTAGE LEAVES DESIGN ,2833.7000000000003,0.0003179850262490608,0.7808768231890367,A - High Value
RIBBON REEL HEARTS DESIGN ,2831.9900000000002,0.00031779313776584596,0.7811946163268025,A - High Value
SUKI  SHOULDER BAG,2824.37,0.00031693805575292366,0.7815115543825555,A - High Value
RED RETROSPOT CUP,2822.41,0.0003167181133978938,0.7818282724959533,A - High Value
TABLECLOTH RED APPLES DESIGN ,2821.95,0.0003166664942737541,0.7821449389902271,A - High Value
LOVEBIRD HANGING DECORATION WHITE ,2818.62,0.00031629281670117785,0.7824612318069283,A - High Value
CHARLIE AND LOLA FIGURES TINS,2817.7999999999997,0.0003162008000016245,0.7827774326069299,A - High Value
ANTIQUE TALL SWIRLGLASS TRINKET POT,2817.13,0.0003161256156251603,0.783093558222555,A - High Value
SET 12 KIDS COLOUR  CHALK STICKS,2814.7,0.0003158529319911181,0.7834094111545461,A - High Value
DECORATIVE WICKER HEART LARGE,2812.7999999999997,0.0003156397225653238,0.7837250508771114,A - High Value
BOX OF 24 COCKTAIL PARASOLS,2810.67,0.00031540070357745977,0.7840404515806889,A - High Value
BLUE POLKADOT WRAP,2808.5,0.00031515719597010526,0.784355608776659,A - High Value
SET OF 6 T-LIGHTS SNOWMEN,2792.0800000000004,0.0003133146176692938,0.7846689233943283,A - High Value
FLOWERS CHANDELIER T-LIGHT HOLDER,2789.66,0.00031304305619012416,0.7849819664505184,A - High Value
MOROCCAN TEA GLASS,2761.6,0.00030989428961760465,0.785291860740136,A - High Value
 DOLLY GIRL BEAKER,2759.5,0.00030965863709435837,0.7856015193772303,A - High Value
SPACEBOY CHILDRENS BOWL,2757.15,0.00030939493069929704,0.7859109143079296,A - High Value
6 GIFT TAGS 50'S CHRISTMAS ,2753.4199999999996,0.00030897636693181667,0.7862198906748614,A - High Value
CHILDREN'S SPACEBOY MUG,2751.1099999999997,0.00030871714915624575,0.7865286078240177,A - High Value
WOODLAND PARTY BAG + STICKER SET,2750.96,0.00030870031683315674,0.7868373081408508,A - High Value
CHEST NATURAL WOOD 20 DRAWERS,2745.0,0.0003080315125290863,0.78714533965338,A - High Value
RECYCLED ACAPULCO MAT BLUE,2741.35,0.00030762192600058676,0.7874529615793805,A - High Value
GIRLS VINTAGE TIN SEASIDE BUCKET,2736.75,0.00030710573475919013,0.7877600673141397,A - High Value
MINI WOODEN HAPPY BIRTHDAY GARLAND,2733.07,0.00030669278176607284,0.7880667600959058,A - High Value
POPPY'S PLAYHOUSE LIVINGROOM ,2733.02,0.0003066871709917098,0.7883734472668975,A - High Value
BLUE PARTY BAGS ,2728.94,0.00030622933180368846,0.7886796765987012,A - High Value
SET/3 VANILLA SCENTED CANDLE IN BOX,2727.97,0.0003061204827810461,0.7889857970814822,A - High Value
GLASS CLOCHE SMALL,2727.95,0.0003061182384713009,0.7892919153199535,A - High Value
RIBBON REEL CHRISTMAS SOCK BAUBLE,2704.44,0.000303480052365815,0.7895953953723193,A - High Value
COTTON APRON PANTRY DESIGN,2695.29,0.0003024532806573847,0.7898978486529766,A - High Value
BISCUIT TIN VINTAGE GREEN,2691.88,0.0003020706258458276,0.7901999192788225,A - High Value
BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,2691.14,0.0003019875863852551,0.7905019068652077,A - High Value
SINGLE ANTIQUE ROSE HOOK IVORY,2672.85,0.00029993516512326714,0.790801842030331,A - High Value
TROPICAL  HONEYCOMB PAPER GARLAND ,2672.25,0.00029986783583091104,0.7911017098661619,A - High Value
RETROSPOT RED WASHING UP GLOVES,2670.48,0.0002996692144184606,0.7914013790805804,A - High Value
SPACEBOY GIFT WRAP,2662.84,0.00029881188809579315,0.7917001909686762,A - High Value
BLACK AND WHITE CAT BOWL,2661.8999999999996,0.00029870640553776855,0.7919988973742139,A - High Value
STOOL HOME SWEET HOME ,2648.4,0.0002971914964597567,0.7922960888706737,A - High Value
SET OF 4 NAPKIN CHARMS CUTLERY,2647.96,0.00029714212164536226,0.792593230992319,A - High Value
ENAMEL WATERING CAN CREAM,2646.6,0.00029698950858268844,0.7928902205009017,A - High Value
VICTORIAN SEWING KIT,2642.19,0.00029649463828387124,0.7931867151391856,A - High Value
RED ROCKING HORSE HAND PAINTED,2634.0,0.00029557559344321066,0.7934822907326288,A - High Value
UTILTY CABINET WITH HOOKS,2610.29,0.0002929149642402727,0.793775205696869,A - High Value
RIBBON REEL LACE DESIGN ,2610.0,0.0002928824217489673,0.794068088118618,A - High Value
BELLE JARDINIERE CUSHION COVER,2604.48,0.00029226299225929134,0.7943603511108772,A - High Value
CAKE PLATE LOVEBIRD WHITE,2599.2,0.00029167049448655777,0.7946520216053637,A - High Value
RECYCLED ACAPULCO MAT PINK,2598.15,0.00029155266822493463,0.7949435742735886,A - High Value
SET 10 LIGHTS NIGHT OWL,2593.65,0.000291047698532264,0.7952346219721209,A - High Value
PINK POLKADOT WRAP ,2593.0,0.0002909747584655449,0.7955255967305864,A - High Value
RED HEART SHAPE LOVE BUCKET ,2591.02,0.00029075257180076984,0.7958163493023872,A - High Value
12 MESSAGE CARDS WITH ENVELOPES,2590.2,0.0002906605551012165,0.7961070098574884,A - High Value
BLACK AND WHITE DOG BOWL,2584.68,0.00029004112561154053,0.7963970509831,A - High Value
GLASS CLOCHE LARGE,2581.4500000000003,0.00028967866958769033,0.7966867296526877,A - High Value
ROSE CARAVAN DOORSTOP,2580.21,0.0002895395223834877,0.7969762691750713,A - High Value
REGENCY CAKE SLICE,2579.21,0.0002894273068962276,0.7972656964819674,A - High Value
STOP FOR TEA WALL ART,2572.7,0.00028869678407416406,0.7975543932660416,A - High Value
HEART WREATH DECORATION WITH BELL,2567.63,0.00028812785155375514,0.7978425211175953,A - High Value
SILVER BELLS TABLE DECORATION,2565.85,0.0002879281079864321,0.7981304492255817,A - High Value
GREEN CHRISTMAS TREE CARD HOLDER,2562.27,0.0002875263765420408,0.7984179756021238,A - High Value
TWO DOOR CURIO CABINET,2551.95,0.0002863683127135161,0.7987043439148374,A - High Value
12 PENCIL SMALL TUBE WOODLAND,2551.15,0.00028627854032370803,0.7989906224551611,A - High Value
PACK OF 12 HEARTS DESIGN TISSUES ,2550.29,0.0002861820350046643,0.7992768044901657,A - High Value
VANILLA SCENT CANDLE JEWELLED BOX,2545.37,0.0002856299348073444,0.799562434424973,A - High Value
SET OF 3 WOODEN STOCKING DECORATION,2543.39,0.0002854077481425693,0.7998478421731156,A - High Value
RED RETROSPOT TEA CUP AND SAUCER ,2539.19,0.00028493644309607677,0.8001327786162117,B - Medium Value
TRIPLE HOOK ANTIQUE IVORY ROSE,2535.89,0.0002845661319881183,0.8004173447481998,B - Medium Value
GLITTER HANGING BUTTERFLY STRING,2530.4900000000002,0.0002839601683569135,0.8007013049165568,B - Medium Value
IVORY WICKER HEART MEDIUM,2524.9,0.0002833328837831293,0.8009846378003399,B - Medium Value
N0 SINGING METAL SIGN,2523.78,0.000283207202437398,0.8012678450027773,B - Medium Value
BLUE GIANT GARDEN THERMOMETER,2517.67,0.00028252156581023855,0.8015503665685875,B - Medium Value
SET 10 NIGHT OWL LIGHTS,2517.09,0.00028245648082762765,0.801832823049415,B - Medium Value
BAKING MOULD HEART MILK CHOCOLATE,2515.67,0.00028229713483571826,0.8021151201842508,B - Medium Value
PACK OF 60 MUSHROOM CAKE CASES,2513.13,0.0002820121074980775,0.8023971322917489,B - Medium Value
HALL CABINET WITH 3 DRAWERS,2503.5299999999997,0.0002809348388203801,0.8026780671305693,B - Medium Value
RETROSPOT PADDED SEAT CUSHION,2502.82,0.0002808551658244254,0.8029589222963938,B - Medium Value
PACK OF 6 SWEETIE GIFT BOXES,2496.7599999999998,0.0002801751399716289,0.8032390974363653,B - Medium Value
GLITTER BUTTERFLY CLIPS,2494.2,0.000279887868324243,0.8035189853046896,B - Medium Value
WATERING CAN GREEN DINOSAUR,2487.5299999999997,0.00027913939102421786,0.8037981246957138,B - Medium Value
BLUE POLKADOT CUP,2487.08,0.0002790888940549508,0.8040772135897687,B - Medium Value
CHEST OF DRAWERS GINGHAM HEART ,2459.04,0.00027594237179217647,0.8043531559615609,B - Medium Value
CHILDRENS DOLLY GIRL MUG,2457.99,0.0002758245455305533,0.8046289805070914,B - Medium Value
GLASS JAR ENGLISH CONFECTIONERY,2455.9,0.00027559001516217965,0.8049045705222536,B - Medium Value
STRAWBERRY SHOPPER BAG,2455.88,0.00027558777085243444,0.8051801582931061,B - Medium Value
SET OF 2 TRAYS HOME SWEET HOME,2446.62,0.0002745486554404055,0.8054547069485465,B - Medium Value
CHRISTMAS HANGING STAR WITH BELL,2443.0699999999997,0.00027415029046063197,0.8057288572390071,B - Medium Value
JAM JAR WITH GREEN LID,2434.73,0.0002732144132968824,0.806002071652304,B - Medium Value
LUNCH BAG RED VINTAGE DOILY,2434.2,0.00027315493908863455,0.8062752265913926,B - Medium Value
3 TRADITIONAl BISCUIT CUTTERS  SET,2422.2200000000003,0.0002718105975512581,0.8065470371889438,B - Medium Value
TEA TIME OVEN GLOVE,2416.67,0.0002711878015969643,0.8068182249905408,B - Medium Value
SET/6 TURQUOISE BUTTERFLY T-LIGHTS,2414.16,0.00027090614072394135,0.8070891311312647,B - Medium Value
CREAM WALL PLANTER HEART SHAPED,2402.6600000000003,0.0002696156626204498,0.8073587467938851,B - Medium Value
CHRISTMAS METAL TAGS ASSORTED ,2401.0299999999997,0.00026943275137621565,0.8076281795452613,B - Medium Value
SET OF 3 WOODEN SLEIGH DECORATIONS,2400.45,0.0002693676663936048,0.807897547211655,B - Medium Value
WALL ART 70'S ALPHABET ,2399.58,0.0002692700389196885,0.8081668172505746,B - Medium Value
GINGHAM HEART  DOORSTOP RED,2391.46,0.00026835884916313614,0.8084351760997377,B - Medium Value
PINK OWL SOFT TOY,2384.9500000000003,0.00026762832634107266,0.8087028044260788,B - Medium Value
SWEETHEART WIRE MAGAZINE RACK,2373.0,0.00026628735126831395,0.8089690917773471,B - Medium Value
BICYCLE SAFTEY WALL ART,2371.94,0.0002661684028518182,0.8092352601801989,B - Medium Value
BAKING MOULD CHOCOLATE CUPCAKES,2363.99,0.00026527628972810007,0.8095005364699269,B - Medium Value
MAN FLU METAL SIGN,2360.5800000000004,0.00026489363491654305,0.8097654301048435,B - Medium Value
ROUND SNACK BOXES SET OF 4 SKULLS,2358.4,0.00026464900515431593,0.8100300791099978,B - Medium Value
SKULLS AND CROSSBONES WRAP,2356.0,0.0002643796879848916,0.8102944587979827,B - Medium Value
SPACEBOY CHILDRENS CUP,2344.32,0.00026306901109369313,0.8105575278090764,B - Medium Value
OWL DOORSTOP,2339.19,0.0002624933456440486,0.8108200211547205,B - Medium Value
MISTLETOE HEART WREATH CREAM,2336.28,0.0002621667985761216,0.8110821879532967,B - Medium Value
GIRLS ALPHABET IRON ON PATCHES ,2332.8,0.0002617762886804563,0.8113439642419771,B - Medium Value
WRAP PINK FAIRY CAKES ,2331.0,0.00026157430080338804,0.8116055385427805,B - Medium Value
CERAMIC CHERRY CAKE MONEY BANK,2328.7799999999997,0.0002613251824216705,0.8118668637252022,B - Medium Value
PINK DINER WALL CLOCK,2325.6,0.0002609683371721833,0.8121278320623744,B - Medium Value
GLASS STAR FROSTED T-LIGHT HOLDER,2324.14,0.00026080450256078347,0.8123886365649352,B - Medium Value
RED DRAWER KNOB ACRYLIC EDWARDIAN,2322.27,0.00026059465959960704,0.8126492312245348,B - Medium Value
PENS ASSORTED FUNNY FACE,2320.58,0.0002604050154261374,0.8129096362399609,B - Medium Value
TRADITIONAL PICK UP STICKS GAME ,2307.5,0.00025893723685277474,0.8131685734768137,B - Medium Value
TOTE BAG I LOVE LONDON,2306.58,0.0002588339986044954,0.8134274074754182,B - Medium Value
LARGE CAKE TOWEL PINK SPOTS,2295.05,0.000257540154036386,0.8136849476294545,B - Medium Value
GREEN GIANT GARDEN THERMOMETER,2278.25,0.00025565493385041563,0.8139406025633049,B - Medium Value
TOY TIDY SPACEBOY  ,2274.75,0.0002552621796450051,0.8141958647429499,B - Medium Value
 50'S CHRISTMAS GIFT BAG LARGE,2272.25,0.00025498164092685477,0.8144508463838768,B - Medium Value
BAKING MOULD EASTER EGG MILK CHOC,2272.2000000000003,0.0002549760301524918,0.8147058224140292,B - Medium Value
HEART MIRROR ANTIQUE WHITE,2269.14,0.0002546326507614757,0.8149604550647906,B - Medium Value
DOORMAT WELCOME SUNRISE,2268.64,0.00025457654301784565,0.8152150316078085,B - Medium Value
WALL ART DOG LICENCE ,2265.18,0.00025418827743192555,0.8154692198852405,B - Medium Value
SET OF 10 LANTERNS FAIRY LIGHT STAR,2264.7400000000002,0.00025413890261753117,0.815723358787858,B - Medium Value
SET OF 9 BLACK SKULL BALLOONS,2263.35,0.00025398292309023954,0.8159773417109482,B - Medium Value
CERAMIC HEART FAIRY CAKE MONEY BANK,2255.93,0.0002531502841747693,0.8162304919951229,B - Medium Value
CAKE STAND WHITE TWO TIER LACE,2254.5,0.0002529898160279873,0.8164834818111508,B - Medium Value
BALLOON WATER BOMB PACK OF 35,2254.14,0.0002529494184525736,0.8167364312296034,B - Medium Value
SET OF 3 BLACK FLYING DUCKS,2251.15,0.0002526138941456658,0.816989045123749,B - Medium Value
KINGS CHOICE MUG,2249.56,0.00025243547152092215,0.8172414805952699,B - Medium Value
POLYESTER FILLER PAD 40x40cm,2248.95,0.0002523670200736935,0.8174938476153436,B - Medium Value
12 PENCILS TALL TUBE RED RETROSPOT,2247.96,0.000252255926741306,0.8177461035420849,B - Medium Value
SHELF WITH 4 HOOKS HOME SWEET HOME,2247.36,0.0002521885974489499,0.8179982921395338,B - Medium Value
VINTAGE LEAF MAGNETIC NOTEPAD,2247.0,0.00025214819987353623,0.8182504403394073,B - Medium Value
VINTAGE BELLS GARLAND,2246.56,0.00025209882505914175,0.8185025391644665,B - Medium Value
GREEN DRAWER KNOB ACRYLIC EDWARDIAN,2242.52,0.0002516454744906108,0.8187541846389571,B - Medium Value
PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,2234.6699999999996,0.00025076458291561866,0.8190049492218727,B - Medium Value
ENAMEL WASH BOWL CREAM,2231.8,0.0002504425244671821,0.8192553917463399,B - Medium Value
FRENCH BATHROOM SIGN BLUE METAL,2227.62,0.0002499734637304347,0.8195053652100703,B - Medium Value
RED REFECTORY CLOCK ,2222.2,0.00024936525578948474,0.8197547304658598,B - Medium Value
CREAM SLICE FLANNEL PINK SPOT ,2218.8,0.00024898372313280026,0.8200037141889925,B - Medium Value
RECYCLED ACAPULCO MAT LAVENDER,2206.2,0.0002475698079933225,0.8202512839969859,B - Medium Value
CLASSIC BICYCLE CLIPS ,2205.95,0.0002475417541215074,0.8204988257511074,B - Medium Value
VINTAGE  2 METRE FOLDING RULER,2199.3399999999997,0.0002468000097507179,0.8207456257608582,B - Medium Value
TOADSTOOL BEDSIDE LIGHT ,2198.6,0.0002467169702901454,0.8209923427311483,B - Medium Value
SET OF 4 ENGLISH ROSE PLACEMATS,2194.64,0.00024627259696059523,0.8212386153281089,B - Medium Value
FRENCH WC SIGN BLUE METAL,2193.99,0.00024619965689387616,0.8214848149850028,B - Medium Value
DECORATIVE WICKER HEART MEDIUM,2193.69,0.00024616599224769814,0.8217309809772505,B - Medium Value
ROUND CONTAINER SET OF 5 RETROSPOT,2182.95,0.0002449607979145242,0.821975941775165,B - Medium Value
GARLAND WOODEN HAPPY EASTER,2180.28,0.00024466118256353967,0.8222206029577285,B - Medium Value
ZINC WILLIE WINKIE  CANDLE STICK,2176.95,0.00024428750499096337,0.8224648904627194,B - Medium Value
SWEETHEART 3 TIER CAKE STAND ,2174.1,0.00024396769085227195,0.8227088581535716,B - Medium Value
SET OF 3 WOODEN TREE DECORATIONS,2172.46,0.00024378365745316533,0.8229526418110248,B - Medium Value
WRAP RED APPLES ,2167.5,0.00024322706863635503,0.8231958688796611,B - Medium Value
POTTING SHED TWINE,2158.5,0.00024221712925101376,0.8234380860089121,B - Medium Value
DOORMAT I LOVE LONDON,2157.33,0.0002420858371309194,0.823680171846043,B - Medium Value
RUSTIC MIRROR WITH LACE HEART,2155.51,0.00024188160494410598,0.8239220534509871,B - Medium Value
HOME SWEET HOME KEY HOLDER,2154.79,0.00024180080979327865,0.8241638542607804,B - Medium Value
EMPIRE UNION JACK TV DINNER TRAY,2150.77,0.00024134970353449287,0.8244052039643149,B - Medium Value
RETROSPOT CIGAR BOX MATCHES ,2150.71,0.00024134297060525727,0.8246465469349202,B - Medium Value
SET 20 NAPKINS FAIRY CAKES DESIGN ,2148.23,0.00024106467619685213,0.8248876116111171,B - Medium Value
ICE CREAM BUBBLES,2147.6099999999997,0.0002409951025947508,0.8251286067137119,B - Medium Value
PINK DOUGHNUT TRINKET POT ,2142.6,0.00024043290300357752,0.8253690396167155,B - Medium Value
WRAP VINTAGE LEAF DESIGN,2140.92,0.00024024438098498051,0.8256092839977005,B - Medium Value
VINTAGE UNION JACK APRON,2140.19,0.0002401624636792806,0.8258494464613798,B - Medium Value
TOADSTOOL MONEY BOX,2140.15,0.0002401579750597902,0.8260896044364396,B - Medium Value
FOLKART ZINC HEART CHRISTMAS DEC,2138.44,0.00023996608657657535,0.8263295705230163,B - Medium Value
VINTAGE RED ENAMEL TRIM JUG ,2138.34,0.00023995486502784936,0.8265695253880441,B - Medium Value
SWALLOWS GREETING CARD,2130.63,0.00023908968362107365,0.8268086150716651,B - Medium Value
SMALL PARISIENNE HEART PHOTO FRAME ,2125.1600000000003,0.0002384758649057607,0.8270470909365709,B - Medium Value
GLASS HEART T-LIGHT HOLDER ,2110.46,0.00023682629724303662,0.827283917233814,B - Medium Value
KEY RING BASEBALL BOOT UNION JACK,2105.8,0.00023630337307240437,0.8275202206068865,B - Medium Value
WRAP POPPIES  DESIGN,2105.5,0.00023626970842622632,0.8277564903153127,B - Medium Value
HEADS AND TAILS SPORTING FUN,2097.96,0.00023542360365228485,0.827991913918965,B - Medium Value
WALL TIDY RETROSPOT ,2092.56,0.0002348176400210801,0.8282267315589861,B - Medium Value
PAPER LANTERN 9 POINT DELUXE STAR,2091.55,0.00023470430237894737,0.828461435861365,B - Medium Value
ENAMEL COLANDER CREAM,2086.11,0.0002340938501282522,0.8286955297114933,B - Medium Value
LARGE CAKE TOWEL CHOCOLATE SPOTS,2084.1,0.0002338682969988593,0.8289293980084922,B - Medium Value
PACK OF 12 SUKI TISSUES ,2083.58,0.00023380994494548403,0.8291632079534377,B - Medium Value
PLAYING CARDS JUBILEE UNION JACK,2082.48,0.00023368650790949786,0.8293968944613471,B - Medium Value
DOG LICENCE WALL ART,2081.64,0.00023359224690019934,0.8296304867082473,B - Medium Value
SKULL SHOULDER BAG,2081.2,0.00023354287208580488,0.8298640295803331,B - Medium Value
CACTI T-LIGHT CANDLES,2078.66,0.0002332578447481641,0.8300972874250813,B - Medium Value
RIBBON REEL CHRISTMAS PRESENT ,2075.39,0.00023289090010482347,0.8303301783251861,B - Medium Value
CARD BILLBOARD FONT,2072.79,0.0002325991398379471,0.830562777465024,B - Medium Value
VILLAGE SHOW WALL ART,2072.42,0.00023255762010766085,0.8307953350851317,B - Medium Value
SET 12 LAVENDER  BOTANICAL T-LIGHTS,2072.15,0.00023252732192610064,0.8310278624070578,B - Medium Value
CUPBOARD 3 DRAWER MA CAMPAGNE,2070.95,0.00023239266334138843,0.8312602550703992,B - Medium Value
GROW YOUR OWN BASIL IN ENAMEL MUG,2069.4,0.00023221872933613523,0.8314924737997353,B - Medium Value
SWEETHEART WIRE WALL TIDY,2066.75,0.00023192135829489585,0.8317243951580302,B - Medium Value
VINTAGE CHRISTMAS GIFT BAG LARGE ,2066.65,0.00023191013674616986,0.8319563052947764,B - Medium Value
CLASSIC FRENCH STYLE BASKET NATURAL,2064.4700000000003,0.00023166550698394277,0.8321879708017603,B - Medium Value
SMALL DOLLY MIX DESIGN ORANGE BOWL,2063.29,0.00023153309270897577,0.8324195038944693,B - Medium Value
DRAWER KNOB CRACKLE GLAZE GREEN,2060.3999999999996,0.00023120878995079393,0.83265071268442,B - Medium Value
6 EGG HOUSE PAINTED WOOD,2058.94,0.00023104495533939417,0.8328817576397595,B - Medium Value
PINK  POLKADOT CUP,2051.4,0.0002301988505654527,0.8331119564903249,B - Medium Value
VINTAGE BILLBOARD TEA MUG,2049.05,0.00022993514417039138,0.8333418916344952,B - Medium Value
CERAMIC CAKE DESIGN SPOTTED MUG,2043.0,0.00022925624047246752,0.8335711478749677,B - Medium Value
PARTY CONES CANDY ASSORTED,2042.69,0.0002292214536714169,0.8338003693286391,B - Medium Value
RED GINGHAM TEDDY BEAR ,2041.7800000000002,0.00022911933757801016,0.8340294886662171,B - Medium Value
 RED SPOT GIFT BAG LARGE,2041.0,0.00022903180949794723,0.834258520475715,B - Medium Value
STAR WOODEN CHRISTMAS DECORATION,2040.81,0.0002290104885553678,0.8344875309642704,B - Medium Value
SMALL RED RETROSPOT MUG IN BOX ,2034.43,0.00022829455374664812,0.834715825518017,B - Medium Value
MAKE YOUR OWN FLOWERPOWER CARD KIT,2030.6100000000001,0.00022786589058531437,0.8349436914086024,B - Medium Value
SLATE TILE NATURAL HANGING,2029.6999999999998,0.0002277637744919076,0.8351714551830943,B - Medium Value
